"MetWatch daily weather data for Kumeu, Auckland"
"Start Date","Max Air Temp. (°C)","Min Air Temp. (°C)","Mean Air Temp. (°C)","Rainfall (mm)","Evapo-transpiration (mm/d)","Backup Data","Missing Data"
"Sun 11th Mar 2018",21.6,15.8,18.7,0.0,3.3,,
"Mon 12th Mar 2018",19.4,15.2,17.3,15.8,1.4,,
"Tue 13th Mar 2018",22.2,14.7,18.4,3.8,3.2,,
"Wed 14th Mar 2018",21.7,8.8,15.3,0.0,3.0,,
"Thu 15th Mar 2018",21.8,11.9,16.8,0.0,2.1,,
"Fri 16th Mar 2018",22.6,12.1,17.4,0.2,2.3,,
"Sat 17th Mar 2018",23.1,16.0,19.6,0.0,2.6,,
"Sun 18th Mar 2018",22.7,15.2,18.9,0.0,3.0,,
"Mon 19th Mar 2018",23.2,14.2,18.7,2.4,2.7,,
"Tue 20th Mar 2018",24.2,10.3,17.2,0.6,2.7,,
"Wed 21st Mar 2018",24.1,10.1,17.1,0.2,3.0,,
"Thu 22nd Mar 2018",24.4,11.7,18.1,1.0,3.2,,
"Fri 23rd Mar 2018",23.4,15.5,19.4,22.0,2.2,,
"Sat 24th Mar 2018",22.3,14.3,18.3,24.2,1.4,,
"Sun 25th Mar 2018",24.3,10.6,17.4,0.2,2.5,,
"Mon 26th Mar 2018",25.0,12.0,18.5,0.6,2.4,,
"Tue 27th Mar 2018",24.6,11.4,18.0,0.0,2.7,,
"Wed 28th Mar 2018",24.1,15.7,19.9,0.0,2.0,,
"Thu 29th Mar 2018",24.0,15.6,19.8,0.6,2.5,,
"Fri 30th Mar 2018",23.9,9.9,16.9,0.0,2.2,,
"Sat 31st Mar 2018",22.7,12.0,17.3,0.4,2.5,,
"Sun 1st Apr 2018",22.0,10.6,16.3,0.0,2.6,,
"Mon 2nd Apr 2018",21.7,9.0,15.3,0.0,2.5,,
"Tue 3rd Apr 2018",23.6,12.5,18.1,0.0,2.4,,
"Wed 4th Apr 2018",23.6,10.9,17.2,0.6,2.1,,
"Thu 5th Apr 2018",22.3,8.4,15.4,0.2,2.3,,
"Fri 6th Apr 2018",23.6,10.7,17.2,0.0,2.0,,
"Sat 7th Apr 2018",22.8,7.3,15.0,0.2,2.1,,
"Sun 8th Apr 2018",20.8,6.8,13.8,0.2,2.1,,
"Mon 9th Apr 2018",22.2,16.1,19.2,1.6,2.0,,
"Tue 10th Apr 2018",21.5,8.6,15.1,12.4,2.6,,
"Wed 11th Apr 2018",14.9,7.9,11.4,5.0,1.6,,
"Thu 12th Apr 2018",17.3,12.5,14.9,3.4,2.5,,
"Fri 13th Apr 2018",19.9,13.9,16.9,15.4,2.5,,
"Sat 14th Apr 2018",20.5,16.3,18.4,9.0,0.7,,
"Sun 15th Apr 2018",23.0,16.0,19.5,0.6,1.5,,
"Mon 16th Apr 2018",22.1,15.4,18.8,3.2,1.5,,
"Tue 17th Apr 2018",24.4,15.5,19.9,1.4,2.1,,
"Wed 18th Apr 2018",18.7,8.2,13.5,0.2,2.3,,
"Thu 19th Apr 2018",18.9,9.7,14.3,0.2,1.8,,
"Fri 20th Apr 2018",19.3,12.9,16.1,1.4,1.7,,
"Sat 21st Apr 2018",20.6,13.8,17.2,4.8,1.8,,
"Sun 22nd Apr 2018",19.4,12.2,15.8,0.2,1.9,,
"Mon 23rd Apr 2018",17.7,11.7,14.7,0.6,1.2,,
"Tue 24th Apr 2018",17.9,7.9,12.9,0.2,1.2,,
"Wed 25th Apr 2018",20.0,5.6,12.8,0.0,1.4,,
"Thu 26th Apr 2018",20.3,7.8,14.0,0.0,1.2,,
"Fri 27th Apr 2018",19.3,12.8,16.1,2.8,1.3,,
"Sat 28th Apr 2018",20.1,14.2,17.2,44.0,0.7,,
"Sun 29th Apr 2018",21.5,13.4,17.5,0.2,1.4,,
"Mon 30th Apr 2018",20.1,13.5,16.8,20.6,1.1,,
"Tue 1st May 2018",21.2,13.0,17.1,0.2,1.3,,
"Wed 2nd May 2018",21.1,5.8,13.4,0.0,1.6,,
"Thu 3rd May 2018",19.0,3.5,11.3,0.0,1.3,,
"Fri 4th May 2018",20.4,6.3,13.4,0.0,1.2,,
"Sat 5th May 2018",20.0,9.1,14.6,2.6,1.1,,
"Sun 6th May 2018",19.1,8.3,13.7,0.4,1.1,,
"Mon 7th May 2018",18.2,7.7,12.9,0.0,1.7,,
"Tue 8th May 2018",19.0,10.7,14.8,0.0,1.5,,
"Wed 9th May 2018",20.1,7.9,14.0,0.4,1.3,,
"Thu 10th May 2018",19.0,11.5,15.2,0.0,1.0,,
"Fri 11th May 2018",20.2,15.0,17.6,7.4,0.8,,
"Sat 12th May 2018",19.4,16.3,17.8,19.8,0.6,,
"Sun 13th May 2018",24.5,14.7,19.6,1.4,1.3,,
"Mon 14th May 2018",22.7,11.9,17.3,0.2,1.2,,
"Tue 15th May 2018",22.6,9.8,16.2,0.0,1.2,,
"Wed 16th May 2018",21.0,10.1,15.6,9.2,1.1,,
"Thu 17th May 2018",16.7,6.7,11.7,1.4,1.1,,
"Fri 18th May 2018",18.0,8.4,13.2,0.0,1.2,,
"Sat 19th May 2018",18.8,7.9,13.4,26.2,1.0,,
"Sun 20th May 2018",18.9,12.6,15.7,2.2,1.1,,
"Mon 21st May 2018",19.5,10.3,14.9,12.4,1.1,,
"Tue 22nd May 2018",19.0,10.1,14.5,29.4,1.1,,
"Wed 23rd May 2018",15.3,8.9,12.1,6.6,1.3,,
"Thu 24th May 2018",16.3,12.5,14.4,2.6,1.4,,
"Fri 25th May 2018",16.0,5.0,10.5,8.4,0.9,,
"Sat 26th May 2018",14.9,11.0,13.0,0.4,1.6,,
"Sun 27th May 2018",16.3,5.7,11.0,5.2,0.9,,
"Mon 28th May 2018",12.3,-0.8,5.8,1.0,0.7,,
"Tue 29th May 2018",14.4,-1.0,6.7,0.4,0.7,,
"Wed 30th May 2018",15.1,-0.4,7.3,0.0,0.7,,
"Thu 31st May 2018",15.8,-0.8,7.5,0.0,0.8,,
"Fri 1st Jun 2018",16.2,3.4,9.8,0.6,0.8,,
"Sat 2nd Jun 2018",16.1,12.9,14.5,7.6,1.4,,
"Sun 3rd Jun 2018",16.1,12.4,14.2,22.0,0.5,,
"Mon 4th Jun 2018",16.7,13.4,15.1,26.2,0.5,,
"Tue 5th Jun 2018",16.4,9.6,13.0,1.8,1.4,,
"Wed 6th Jun 2018",13.2,3.8,8.5,6.4,0.6,,
"Thu 7th Jun 2018",12.7,3.7,8.2,0.2,1.1,,
"Fri 8th Jun 2018",16.5,0.6,8.6,0.2,0.7,,
"Sat 9th Jun 2018",17.2,4.1,10.6,0.0,0.6,,
"Sun 10th Jun 2018",14.2,7.2,10.7,0.0,0.6,,
"Mon 11th Jun 2018",12.8,10.3,11.6,13.2,0.8,,
"Tue 12th Jun 2018",14.1,12.5,13.3,5.6,0.7,,
"Wed 13th Jun 2018",16.2,7.6,11.9,2.6,0.7,,
"Thu 14th Jun 2018",16.5,4.9,10.7,1.4,0.7,,
"Fri 15th Jun 2018",17.8,10.7,14.3,4.4,0.6,,
"Sat 16th Jun 2018",19.4,9.8,14.6,3.2,0.8,,
"Sun 17th Jun 2018",17.1,6.6,11.9,0.0,0.7,,
"Mon 18th Jun 2018",18.9,10.8,14.9,5.2,0.8,,
"Tue 19th Jun 2018",18.9,10.4,14.7,0.2,0.7,,
"Wed 20th Jun 2018",12.5,9.2,10.8,21.6,0.7,,
"Thu 21st Jun 2018",11.8,1.2,6.5,2.0,0.6,,
"Fri 22nd Jun 2018",15.7,2.9,9.3,0.0,0.6,,
"Sat 23rd Jun 2018",15.4,6.0,10.7,3.4,0.6,,
"Sun 24th Jun 2018",15.9,10.0,13.0,17.0,0.8,,
"Mon 25th Jun 2018",13.4,7.0,10.2,10.2,0.9,,
"Tue 26th Jun 2018",13.1,-0.6,6.3,6.6,0.8,,
"Wed 27th Jun 2018",14.9,1.7,8.3,0.2,0.6,,
"Thu 28th Jun 2018",14.3,2.4,8.3,0.0,0.5,,
"Fri 29th Jun 2018",13.2,-2.0,5.6,0.0,0.5,,
"Sat 30th Jun 2018",15.6,0.8,8.2,0.0,0.5,,
"Sun 1st Jul 2018",14.2,6.4,10.3,4.4,0.6,,
"Mon 2nd Jul 2018",15.7,2.9,9.3,4.2,0.8,,
"Tue 3rd Jul 2018",14.1,-1.9,6.1,0.2,0.8,,
"Wed 4th Jul 2018",13.4,2.3,7.8,1.0,0.7,,
"Thu 5th Jul 2018",15.1,2.9,9.0,0.0,0.6,,
"Fri 6th Jul 2018",15.0,2.1,8.6,0.0,0.6,,
"Sat 7th Jul 2018",15.3,5.9,10.6,0.0,0.7,,
"Sun 8th Jul 2018",17.6,11.6,14.6,6.8,0.9,,
"Mon 9th Jul 2018",15.6,7.8,11.7,10.0,1.3,,
"Tue 10th Jul 2018",14.3,3.6,9.0,1.0,1.1,,
"Wed 11th Jul 2018",14.9,4.8,9.9,1.4,0.7,,
"Thu 12th Jul 2018",15.9,0.8,8.3,0.0,0.8,,
"Fri 13th Jul 2018",14.5,4.0,9.2,0.0,0.6,,
"Sat 14th Jul 2018",15.6,12.0,13.8,35.2,0.9,,
"Sun 15th Jul 2018",15.2,7.7,11.5,8.2,0.6,,
"Mon 16th Jul 2018",16.1,6.2,11.1,1.0,0.8,,
"Tue 17th Jul 2018",16.1,4.0,10.1,0.0,0.8,,
"Wed 18th Jul 2018",15.7,5.7,10.7,0.0,0.7,,
"Thu 19th Jul 2018",16.2,4.5,10.3,3.4,0.7,,
"Fri 20th Jul 2018",15.6,2.8,9.2,0.0,0.8,,
"Sat 21st Jul 2018",16.6,6.2,11.4,5.0,0.8,,
"Sun 22nd Jul 2018",16.2,4.8,10.5,1.6,0.7,,
"Mon 23rd Jul 2018",14.9,2.3,8.6,0.8,0.8,,
"Tue 24th Jul 2018",15.6,1.6,8.6,0.0,0.8,,
"Wed 25th Jul 2018",14.7,6.5,10.6,1.2,0.9,,
"Thu 26th Jul 2018",16.6,2.1,9.3,0.2,1.1,,
"Fri 27th Jul 2018",15.2,6.3,10.8,3.6,0.9,,
"Sat 28th Jul 2018",15.7,6.7,11.2,3.8,0.9,,
"Sun 29th Jul 2018",16.4,8.7,12.6,0.0,1.4,,
"Mon 30th Jul 2018",15.3,1.6,8.5,0.0,1.1,,
"Tue 31st Jul 2018",16.1,5.0,10.6,0.0,0.8,,
"Wed 1st Aug 2018",16.0,4.4,10.2,0.0,0.8,,
"Thu 2nd Aug 2018",17.3,7.6,12.5,3.6,0.9,,
"Fri 3rd Aug 2018",15.8,1.9,8.8,0.6,0.8,,
"Sat 4th Aug 2018",16.8,2.9,9.8,0.2,1.1,,
"Sun 5th Aug 2018",13.5,3.0,8.2,0.0,0.7,,
"Mon 6th Aug 2018",16.0,5.4,10.7,0.2,0.9,,
"Tue 7th Aug 2018",17.9,7.8,12.8,0.0,1.0,,
"Wed 8th Aug 2018",14.8,7.4,11.1,9.2,0.7,,
"Thu 9th Aug 2018",15.9,2.7,9.3,0.2,1.3,,
"Fri 10th Aug 2018",16.7,3.3,10.0,0.2,1.3,,
"Sat 11th Aug 2018",17.1,2.1,9.6,0.0,1.2,,
"Sun 12th Aug 2018",17.1,2.7,9.9,0.0,1.3,,
"Mon 13th Aug 2018",15.6,8.2,11.9,13.4,1.1,,
"Tue 14th Aug 2018",14.9,9.7,12.3,0.6,1.9,,
"Wed 15th Aug 2018",15.4,10.8,13.1,0.2,1.9,,
"Thu 16th Aug 2018",16.4,11.8,14.1,6.8,1.4,,
"Fri 17th Aug 2018",15.7,9.4,12.5,9.2,1.1,,
"Sat 18th Aug 2018",14.8,0.9,7.8,0.0,1.4,,
"Sun 19th Aug 2018",15.9,5.3,10.6,0.0,1.3,,
"Mon 20th Aug 2018",17.3,9.5,13.4,0.2,1.1,,
"Tue 21st Aug 2018",14.2,9.4,11.8,0.2,1.5,,
"Wed 22nd Aug 2018",15.6,8.6,12.1,0.2,1.2,,
"Thu 23rd Aug 2018",14.4,4.4,9.4,0.0,1.4,,
"Fri 24th Aug 2018",14.5,9.2,11.8,0.0,1.7,,
"Sat 25th Aug 2018",15.4,8.2,11.8,0.0,1.8,,
"Sun 26th Aug 2018",14.2,8.6,11.4,0.2,1.2,,
"Mon 27th Aug 2018",17.1,3.1,10.1,0.0,1.2,,
"Tue 28th Aug 2018",16.9,10.0,13.4,0.0,1.5,,
"Wed 29th Aug 2018",18.1,5.4,11.7,0.2,1.4,,
"Thu 30th Aug 2018",17.2,4.6,10.9,0.6,1.4,,
"Fri 31st Aug 2018",18.0,5.0,11.5,0.2,1.7,,
"Sat 1st Sep 2018",17.0,10.3,13.6,0.6,1.8,,
"Sun 2nd Sep 2018",16.7,9.0,12.8,0.4,1.5,,
"Mon 3rd Sep 2018",14.8,2.1,8.4,0.0,1.3,,
"Tue 4th Sep 2018",13.9,5.7,9.8,0.0,1.5,,
"Wed 5th Sep 2018",15.7,7.7,11.7,0.0,1.5,,
"Thu 6th Sep 2018",14.1,5.2,9.7,0.0,1.0,,
"Fri 7th Sep 2018",16.1,4.9,10.5,0.0,2.0,,
"Sat 8th Sep 2018",17.3,8.7,13.0,0.0,2.7,,
"Sun 9th Sep 2018",13.9,9.2,11.6,0.0,1.9,,
"Mon 10th Sep 2018",15.1,10.8,13.0,0.0,1.7,,
"Tue 11th Sep 2018",17.7,3.6,10.6,0.0,1.6,,
"Wed 12th Sep 2018",18.1,4.7,11.4,0.0,2.1,,
"Thu 13th Sep 2018",14.7,11.8,13.3,0.0,2.0,,
"Fri 14th Sep 2018",16.3,6.8,11.6,0.0,2.0,,
"Sat 15th Sep 2018",18.9,8.2,13.6,0.0,2.2,,
"Sun 16th Sep 2018",18.9,10.1,14.5,0.0,2.1,,
"Mon 17th Sep 2018",20.7,12.3,16.5,1.6,2.1,,
"Tue 18th Sep 2018",16.3,13.8,15.0,9.4,1.0,,
"Wed 19th Sep 2018",18.5,10.1,14.3,0.0,1.7,,
"Thu 20th Sep 2018",20.2,11.7,15.9,0.0,2.1,,
"Fri 21st Sep 2018",17.8,8.7,13.3,0.0,1.7,,
"Sat 22nd Sep 2018",18.3,4.4,11.4,0.2,1.8,,
"Sun 23rd Sep 2018",16.2,10.1,13.1,0.2,2.3,,
"Mon 24th Sep 2018",16.5,8.1,12.3,8.4,2.2,,
"Tue 25th Sep 2018",14.0,9.0,11.5,1.2,2.6,,
"Wed 26th Sep 2018",14.4,8.9,11.7,2.6,2.3,,
"Thu 27th Sep 2018",15.9,4.5,10.2,0.4,2.3,,
"Fri 28th Sep 2018",15.5,2.2,8.9,0.0,2.3,,
"Sat 29th Sep 2018",16.1,1.2,8.7,0.0,2.4,,
"Sun 30th Sep 2018",18.0,8.2,13.1,0.0,2.9,,
"Mon 1st Oct 2018",18.7,11.8,15.2,4.0,1.8,,
"Tue 2nd Oct 2018",17.0,5.7,11.4,0.4,2.3,,
"Wed 3rd Oct 2018",18.9,7.5,13.2,0.0,2.1,,
"Thu 4th Oct 2018",17.5,4.7,11.1,0.0,1.6,,
"Fri 5th Oct 2018",20.2,5.3,12.8,0.2,2.9,,
"Sat 6th Oct 2018",19.9,5.5,12.7,0.0,2.9,,
"Sun 7th Oct 2018",-,5.9,-,0.0,-,,Some
"Mon 8th Oct 2018",16.8,3.0,9.9,0.0,2.6,,
"Tue 9th Oct 2018",16.8,3.7,10.3,0.0,2.7,,
"Wed 10th Oct 2018",17.1,2.7,9.9,0.2,2.3,,
"Thu 11th Oct 2018",19.3,11.5,15.4,19.6,2.0,,
"Fri 12th Oct 2018",16.3,6.1,11.2,2.4,2.4,,
"Sat 13th Oct 2018",13.9,2.4,8.2,0.2,2.7,,
"Sun 14th Oct 2018",16.1,2.5,9.3,0.0,2.7,,
"Mon 15th Oct 2018",18.8,3.4,11.1,0.0,3.1,,
"Tue 16th Oct 2018",15.6,11.3,13.4,0.0,2.3,,
"Wed 17th Oct 2018",15.7,10.8,13.3,0.6,2.5,,
"Thu 18th Oct 2018",18.0,4.9,11.4,0.2,2.3,,
"Fri 19th Oct 2018",19.6,3.6,11.6,0.0,3.4,,
"Sat 20th Oct 2018",20.3,9.0,14.7,0.0,3.5,,
"Sun 21st Oct 2018",19.8,6.8,13.3,0.0,2.7,,
"Mon 22nd Oct 2018",20.6,4.8,12.7,0.2,2.9,,
"Tue 23rd Oct 2018",20.5,5.4,12.9,0.0,3.3,,
"Wed 24th Oct 2018",19.5,8.3,13.9,0.0,2.9,,
"Thu 25th Oct 2018",19.2,13.3,16.2,3.2,3.0,,
"Fri 26th Oct 2018",18.7,7.1,12.9,0.0,3.3,,
"Sat 27th Oct 2018",22.1,13.4,17.7,9.2,2.6,,
"Sun 28th Oct 2018",18.7,8.3,13.5,1.8,2.8,,
"Mon 29th Oct 2018",18.0,11.3,14.6,12.4,2.8,,
"Tue 30th Oct 2018",16.2,9.1,12.6,5.0,2.2,,
"Wed 31st Oct 2018",19.8,11.3,15.6,3.2,3.9,,
"Thu 1st Nov 2018",15.6,6.8,11.2,1.6,2.9,,
"Fri 2nd Nov 2018",17.0,12.4,14.7,0.0,3.9,,
"Sat 3rd Nov 2018",18.9,14.7,16.8,4.0,2.1,,
"Sun 4th Nov 2018",18.0,12.5,15.2,0.0,3.5,,
"Mon 5th Nov 2018",17.9,8.3,13.1,0.0,2.8,,
"Tue 6th Nov 2018",20.3,6.5,13.4,0.0,3.4,,
"Wed 7th Nov 2018",22.6,16.1,19.3,0.0,3.6,,
"Thu 8th Nov 2018",23.2,13.2,18.2,0.0,2.4,,
"Fri 9th Nov 2018",24.6,9.4,17.0,4.0,3.2,,
"Sat 10th Nov 2018",17.5,5.0,11.3,0.0,3.8,,
"Sun 11th Nov 2018",19.4,12.3,15.8,0.8,2.7,,
"Mon 12th Nov 2018",19.9,5.6,12.7,0.0,3.4,,
"Tue 13th Nov 2018",20.1,6.8,13.4,0.0,3.8,,
"Wed 14th Nov 2018",21.6,11.3,16.4,0.0,3.6,,
"Thu 15th Nov 2018",21.2,5.9,13.5,0.0,4.1,,
"Fri 16th Nov 2018",21.5,6.1,13.8,0.0,2.9,,
"Sat 17th Nov 2018",21.9,8.2,15.1,0.0,3.5,,
"Sun 18th Nov 2018",21.8,13.0,17.4,3.8,3.9,,
"Mon 19th Nov 2018",18.2,4.1,11.2,1.6,3.0,,
"Tue 20th Nov 2018",16.9,3.9,10.4,4.2,2.6,,
"Wed 21st Nov 2018",18.1,8.3,13.2,12.4,2.5,,
"Thu 22nd Nov 2018",18.5,4.8,11.6,0.2,3.8,,
"Fri 23rd Nov 2018",22.2,14.9,18.6,21.6,4.9,,
"Sat 24th Nov 2018",18.8,15.4,17.1,9.6,1.5,,
"Sun 25th Nov 2018",24.6,10.0,17.3,0.0,2.9,,
"Mon 26th Nov 2018",22.5,14.3,18.4,2.4,4.1,,
"Tue 27th Nov 2018",22.9,13.2,18.0,0.2,3.3,,
"Wed 28th Nov 2018",21.5,11.4,16.5,0.0,3.6,,
"Thu 29th Nov 2018",25.9,15.6,20.8,9.6,3.1,,
"Fri 30th Nov 2018",21.3,15.4,18.4,2.4,2.6,,
"Sat 1st Dec 2018",22.2,14.4,18.3,0.6,1.4,,
"Sun 2nd Dec 2018",23.6,16.0,19.8,3.8,4.2,,
"Mon 3rd Dec 2018",21.2,15.6,18.4,15.6,2.2,,
"Tue 4th Dec 2018",21.1,14.3,17.7,2.4,3.4,,
"Wed 5th Dec 2018",20.4,11.8,16.1,1.2,4.0,,
"Thu 6th Dec 2018",18.1,7.0,12.5,2.0,3.6,,
"Fri 7th Dec 2018",19.6,8.2,13.9,0.0,4.3,,
"Sat 8th Dec 2018",20.3,14.7,17.5,0.0,4.6,,
"Sun 9th Dec 2018",20.5,14.9,17.7,0.0,4.3,,
"Mon 10th Dec 2018",22.0,11.5,16.7,0.0,2.4,,
"Tue 11th Dec 2018",22.9,14.1,18.5,0.0,2.6,,
"Wed 12th Dec 2018",23.5,15.2,19.4,0.0,3.6,,
"Thu 13th Dec 2018",24.9,13.6,19.2,0.0,3.5,,
"Fri 14th Dec 2018",25.8,13.4,19.6,10.4,3.2,,
"Sat 15th Dec 2018",23.4,12.6,18.0,1.2,3.8,,
"Sun 16th Dec 2018",27.3,12.5,19.9,14.6,4.1,,
"Mon 17th Dec 2018",26.9,14.0,20.5,0.2,4.2,,
"Tue 18th Dec 2018",24.7,14.9,19.8,0.0,4.8,,
"Wed 19th Dec 2018",23.4,15.6,19.5,36.8,3.9,,
"Thu 20th Dec 2018",21.3,15.8,18.5,8.2,3.1,,
"Fri 21st Dec 2018",21.3,12.4,16.8,1.8,3.2,,
"Sat 22nd Dec 2018",24.4,16.4,20.4,1.0,3.9,,
"Sun 23rd Dec 2018",19.7,17.7,18.7,47.4,1.3,,
"Mon 24th Dec 2018",20.9,16.1,18.5,49.2,1.1,,
"Tue 25th Dec 2018",22.6,15.2,18.9,14.2,2.6,,
"Wed 26th Dec 2018",21.9,12.5,17.2,0.0,3.7,,
"Thu 27th Dec 2018",20.9,9.1,15.0,0.0,4.4,,
"Fri 28th Dec 2018",22.5,10.7,16.6,0.0,4.6,,
"Sat 29th Dec 2018",25.7,11.4,18.5,0.0,3.2,,
"Sun 30th Dec 2018",23.2,13.8,18.5,0.0,4.9,,
"Mon 31st Dec 2018",22.7,16.4,19.5,0.0,3.0,,
"Tue 1st Jan 2019",22.0,17.9,20.0,0.0,2.0,,
"Wed 2nd Jan 2019",23.1,15.1,19.1,0.0,4.4,,
"Thu 3rd Jan 2019",23.5,18.7,21.1,0.2,2.6,,
"Fri 4th Jan 2019",22.9,11.3,17.1,0.2,4.3,,
"Sat 5th Jan 2019",23.4,11.3,17.4,0.0,4.7,,
"Sun 6th Jan 2019",23.7,17.6,20.6,0.0,4.8,,
"Mon 7th Jan 2019",24.9,18.7,21.8,0.0,4.5,,
"Tue 8th Jan 2019",29.3,11.4,20.4,0.0,5.6,,
"Wed 9th Jan 2019",26.5,14.0,20.3,0.0,4.7,,
"Thu 10th Jan 2019",26.9,15.0,21.0,0.0,4.6,,
"Fri 11th Jan 2019",26.6,11.4,19.0,0.0,4.8,,
"Sat 12th Jan 2019",27.0,18.2,22.6,0.0,5.6,,
"Sun 13th Jan 2019",26.0,14.2,20.1,6.6,3.6,,
"Mon 14th Jan 2019",21.7,12.4,17.1,11.6,3.3,,
"Tue 15th Jan 2019",21.4,11.6,16.5,1.4,2.9,,
"Wed 16th Jan 2019",23.2,18.0,20.6,0.0,4.8,,
"Thu 17th Jan 2019",23.1,17.1,20.1,0.0,4.2,,
"Fri 18th Jan 2019",23.2,15.4,19.3,0.0,2.6,,
"Sat 19th Jan 2019",24.3,19.2,21.8,0.0,4.9,,
"Sun 20th Jan 2019",23.4,16.5,19.9,0.2,4.6,,
"Mon 21st Jan 2019",23.0,17.3,20.1,0.0,4.4,,
"Tue 22nd Jan 2019",22.6,13.2,17.9,0.0,3.6,,
"Wed 23rd Jan 2019",23.6,19.4,21.5,2.4,3.6,,
"Thu 24th Jan 2019",21.7,9.1,15.4,1.4,3.3,,
"Fri 25th Jan 2019",24.9,12.4,18.6,0.0,4.3,,
"Sat 26th Jan 2019",23.0,11.7,17.3,0.0,4.1,,
"Sun 27th Jan 2019",22.8,18.9,20.8,0.0,3.6,,
"Mon 28th Jan 2019",25.2,16.2,20.7,0.0,3.7,,
"Tue 29th Jan 2019",28.2,20.4,24.3,0.0,5.1,,
"Wed 30th Jan 2019",28.2,15.2,21.7,0.0,3.7,,
"Thu 31st Jan 2019",27.5,13.8,20.7,0.0,4.7,,
"Fri 1st Feb 2019",27.5,12.4,20.0,0.0,4.3,,
"Sat 2nd Feb 2019",26.5,16.2,21.4,0.0,3.9,,
"Sun 3rd Feb 2019",25.4,11.8,18.6,0.0,4.2,,
"Mon 4th Feb 2019",27.0,10.8,18.9,0.0,5.1,,
"Tue 5th Feb 2019",28.4,11.2,19.8,0.0,4.3,,
"Wed 6th Feb 2019",28.2,17.8,23.0,2.6,5.0,,
"Thu 7th Feb 2019",21.5,15.6,18.5,0.0,3.1,,
"Fri 8th Feb 2019",24.2,15.8,20.0,0.0,4.2,,
"Sat 9th Feb 2019",24.7,12.1,18.4,0.2,4.0,,
"Sun 10th Feb 2019",27.9,11.4,19.7,0.0,5.0,,
"Mon 11th Feb 2019",26.4,12.6,19.5,0.2,4.9,,
"Tue 12th Feb 2019",26.5,11.8,19.1,0.0,4.1,,
"Wed 13th Feb 2019",27.1,10.7,18.9,0.0,4.6,,
"Thu 14th Feb 2019",28.3,11.5,19.9,0.0,4.2,,
"Fri 15th Feb 2019",28.0,12.2,20.1,0.0,4.3,,
"Sat 16th Feb 2019",24.7,11.0,17.8,0.0,4.4,,
"Sun 17th Feb 2019",27.9,14.1,21.0,0.0,4.3,,
"Mon 18th Feb 2019",24.5,10.1,17.3,0.0,3.9,,
"Tue 19th Feb 2019",26.3,11.2,18.7,0.0,3.9,,
"Wed 20th Feb 2019",26.4,17.2,21.8,0.0,2.6,,
"Thu 21st Feb 2019",27.7,18.5,23.1,0.0,3.3,,
"Fri 22nd Feb 2019",23.8,19.3,21.5,12.2,1.7,,
"Sat 23rd Feb 2019",21.2,14.8,18.0,1.0,1.7,,
"Sun 24th Feb 2019",22.1,11.9,17.0,2.4,3.6,,
"Mon 25th Feb 2019",23.2,9.6,16.4,0.0,4.3,,
"Tue 26th Feb 2019",24.8,6.2,15.5,0.0,4.2,,
"Wed 27th Feb 2019",23.2,12.2,17.7,0.0,4.2,,
"Thu 28th Feb 2019",22.2,10.3,16.2,0.0,4.1,,
"Fri 1st Mar 2019",23.6,7.1,15.3,0.0,2.7,,
"Sat 2nd Mar 2019",24.7,6.0,15.3,0.0,4.0,,
"Sun 3rd Mar 2019",24.6,8.1,16.4,0.0,4.0,,
"Mon 4th Mar 2019",25.0,10.1,17.6,0.0,3.5,,
"Tue 5th Mar 2019",23.3,7.1,15.2,0.0,3.6,,
"Wed 6th Mar 2019",26.3,7.9,17.1,0.0,3.6,,
"Thu 7th Mar 2019",25.3,13.5,19.4,7.6,2.4,,
"Fri 8th Mar 2019",21.8,9.5,15.7,5.6,1.2,,
"Sat 9th Mar 2019",20.9,8.5,14.7,0.0,2.4,,
"Sun 10th Mar 2019",23.8,10.0,16.9,0.2,3.3,,
"Mon 11th Mar 2019",24.1,12.7,18.4,0.0,3.1,,
"Tue 12th Mar 2019",25.6,12.1,18.9,0.0,3.1,,
"Wed 13th Mar 2019",25.9,12.2,19.1,0.0,3.0,,
"Thu 14th Mar 2019",26.8,10.9,18.9,0.0,3.3,,
"Fri 15th Mar 2019",26.4,11.2,18.8,0.0,3.5,,
"Sat 16th Mar 2019",26.6,12.3,19.5,0.0,2.4,,
"Sun 17th Mar 2019",26.6,14.8,20.7,0.0,3.1,,
"Mon 18th Mar 2019",26.1,16.7,21.4,0.0,2.3,,
"Tue 19th Mar 2019",19.7,12.6,16.2,0.0,1.0,,
"Wed 20th Mar 2019",24.3,10.5,17.4,0.0,1.9,,
"Thu 21st Mar 2019",25.9,11.6,18.7,0.0,3.3,,
"Fri 22nd Mar 2019",26.7,11.9,19.3,0.0,2.6,,
"Sat 23rd Mar 2019",24.8,10.4,17.6,0.0,2.5,,
"Sun 24th Mar 2019",25.2,11.6,18.4,0.0,2.6,,
"Mon 25th Mar 2019",24.9,8.6,16.8,0.0,2.9,,
"Tue 26th Mar 2019",25.8,9.3,17.6,0.0,3.0,,
"Wed 27th Mar 2019",25.4,16.8,21.1,0.0,2.2,,
"Thu 28th Mar 2019",21.8,16.5,19.2,3.4,1.3,,
"Fri 29th Mar 2019",23.9,18.2,21.1,0.4,2.8,,
"Sat 30th Mar 2019",22.8,18.5,20.7,0.0,2.3,,
"Sun 31st Mar 2019",24.2,19.2,21.7,0.0,2.7,,
