"MetWatch daily weather data for Kumeu, Auckland"
"Start Date","Max Air Temp. (°C)","Min Air Temp. (°C)","Mean Air Temp. (°C)","Rainfall (mm)","Evapo-transpiration (mm/d)","Backup Data","Missing Data"
"Tue 21st Apr 2020",19.5,4.1,11.8,0.2,0.8,,
"Wed 22nd Apr 2020",21.2,9.3,15.3,0.0,1.8,,
"Thu 23rd Apr 2020",21.5,11.9,16.7,0.0,1.5,,
"Fri 24th Apr 2020",21.8,6.4,14.1,0.0,1.9,,
"Sat 25th Apr 2020",19.8,8.0,13.9,0.0,1.7,,
"Sun 26th Apr 2020",21.0,2.8,11.9,0.2,1.6,,
"Mon 27th Apr 2020",20.0,9.9,14.9,0.0,1.6,,
"Tue 28th Apr 2020",19.5,3.2,11.3,0.0,1.6,,
"Wed 29th Apr 2020",21.3,5.8,13.5,0.0,1.6,,
"Thu 30th Apr 2020",20.2,7.5,13.9,0.0,1.2,,
"Fri 1st May 2020",19.5,9.5,14.5,0.0,0.9,,
"Sat 2nd May 2020",21.2,16.0,18.6,0.0,1.6,,
"Sun 3rd May 2020",20.1,11.2,15.6,38.4,0.8,,
"Mon 4th May 2020",20.4,12.5,16.5,7.2,1.6,,
"Tue 5th May 2020",16.4,9.5,12.9,-,1.4,,Some
"Wed 6th May 2020",15.0,1.9,8.5,0.4,1.6,,
"Thu 7th May 2020",17.7,10.6,14.2,0.2,1.3,,
"Fri 8th May 2020",18.8,4.0,11.4,0.0,1.3,,
"Sat 9th May 2020",19.3,6.0,12.7,0.0,1.2,,
"Sun 10th May 2020",19.3,9.1,14.2,0.2,1.1,,
"Mon 11th May 2020",17.8,12.4,15.1,0.6,1.3,,
"Tue 12th May 2020",18.4,12.0,15.2,0.2,1.5,,
"Wed 13th May 2020",17.0,11.1,14.0,2.8,0.9,,
"Thu 14th May 2020",17.5,4.1,10.8,0.0,0.9,,
"Fri 15th May 2020",18.7,4.4,11.6,0.0,1.0,,
"Sat 16th May 2020",19.4,3.4,11.4,0.0,1.1,,
"Sun 17th May 2020",18.4,4.1,11.3,0.0,1.2,,
"Mon 18th May 2020",18.2,0.7,9.4,0.0,1.1,,
"Tue 19th May 2020",16.8,0.4,8.6,0.0,1.0,,
"Wed 20th May 2020",16.2,-1.5,7.3,0.0,0.9,,
"Thu 21st May 2020",17.2,1.4,9.3,0.2,0.9,,
"Fri 22nd May 2020",17.4,-0.3,8.6,0.0,0.9,,
"Sat 23rd May 2020",15.9,4.2,10.0,0.2,0.8,,
"Sun 24th May 2020",18.1,15.9,17.0,14.4,0.6,,
"Mon 25th May 2020",18.7,13.9,16.3,21.0,0.6,,
"Tue 26th May 2020",18.9,13.5,16.2,-,0.8,,Some
"Wed 27th May 2020",14.4,8.1,11.2,-,0.5,,Some
"Thu 28th May 2020",17.4,9.3,13.4,-,0.8,,Some
"Fri 29th May 2020",15.1,12.5,13.8,-,0.6,,Some
"Sat 30th May 2020",18.5,9.4,14.0,-,0.7,,Some
"Sun 31st May 2020",15.6,12.7,14.1,-,0.7,,Some
"Mon 1st Jun 2020",17.8,13.4,15.6,-,0.9,,Some
"Tue 2nd Jun 2020",17.4,5.1,11.3,0.0,0.9,,
"Wed 3rd Jun 2020",18.1,8.3,13.2,0.0,1.0,,
"Thu 4th Jun 2020",18.9,8.1,13.5,0.2,0.8,,
"Fri 5th Jun 2020",17.7,9.7,13.7,5.2,0.7,,
"Sat 6th Jun 2020",16.0,7.6,11.8,0.2,0.8,,
"Sun 7th Jun 2020",14.8,4.2,9.5,0.0,1.0,,
"Mon 8th Jun 2020",15.9,3.2,9.6,0.2,0.7,,
"Tue 9th Jun 2020",16.0,4.4,10.2,0.0,0.8,,
"Wed 10th Jun 2020",17.4,5.9,11.6,0.2,0.6,,
"Thu 11th Jun 2020",16.7,6.3,11.5,7.4,0.7,,
"Fri 12th Jun 2020",15.8,6.0,10.9,0.0,0.7,,
"Sat 13th Jun 2020",16.1,8.6,12.3,0.0,0.6,,
"Sun 14th Jun 2020",16.1,2.2,9.2,0.0,0.7,,
"Mon 15th Jun 2020",16.5,6.3,11.4,0.0,0.7,,
"Tue 16th Jun 2020",16.8,4.8,10.8,0.0,0.6,,
"Wed 17th Jun 2020",18.8,7.0,12.9,4.4,0.7,,
"Thu 18th Jun 2020",15.4,2.4,8.9,29.2,0.4,,
"Fri 19th Jun 2020",16.6,3.6,10.1,0.0,0.6,,
"Sat 20th Jun 2020",17.0,7.9,12.5,0.0,0.8,,
"Sun 21st Jun 2020",15.8,12.0,13.9,0.0,0.7,,
"Mon 22nd Jun 2020",18.5,6.1,12.3,0.0,1.1,,
"Tue 23rd Jun 2020",17.2,12.8,15.0,0.0,1.2,,
"Wed 24th Jun 2020",16.4,8.4,12.4,54.8,0.9,,
"Thu 25th Jun 2020",16.3,7.5,11.9,0.0,0.6,,
"Fri 26th Jun 2020",17.0,12.4,14.7,61.4,0.7,,
"Sat 27th Jun 2020",19.0,10.2,14.6,4.6,0.8,,
"Sun 28th Jun 2020",15.8,7.5,11.6,11.2,0.7,,
"Mon 29th Jun 2020",15.1,7.1,11.1,13.4,0.6,,
"Tue 30th Jun 2020",14.6,2.8,8.7,0.0,0.7,,
"Wed 1st Jul 2020",14.2,2.6,8.4,0.0,0.6,,
"Thu 2nd Jul 2020",14.2,-1.1,6.5,0.0,0.9,,
"Fri 3rd Jul 2020",14.7,3.2,8.9,0.0,0.6,,
"Sat 4th Jul 2020",14.4,3.0,8.7,0.0,0.6,,
"Sun 5th Jul 2020",16.4,9.4,12.9,16.6,1.1,,
"Mon 6th Jul 2020",13.4,6.5,9.9,0.0,0.5,,
"Tue 7th Jul 2020",14.9,8.8,11.9,17.4,1.4,,
"Wed 8th Jul 2020",12.7,7.3,10.0,-,1.4,,Some
"Thu 9th Jul 2020",13.7,-0.1,6.8,-,0.9,,Some
"Fri 10th Jul 2020",15.4,3.1,9.2,-,0.7,,Some
"Sat 11th Jul 2020",14.0,2.5,8.3,-,0.6,,Some
"Sun 12th Jul 2020",15.4,6.5,11.0,-,0.8,,Some
"Mon 13th Jul 2020",17.6,8.9,13.3,-,0.8,,Some
"Tue 14th Jul 2020",15.7,9.3,12.5,-,0.6,,Some
"Wed 15th Jul 2020",14.1,11.7,12.9,-,0.6,,Some
"Thu 16th Jul 2020",14.9,9.6,12.3,-,0.6,,Some
"Fri 17th Jul 2020",15.3,11.2,13.2,-,0.7,,Some
"Sat 18th Jul 2020",16.5,11.8,14.1,-,0.8,,Some
"Sun 19th Jul 2020",16.7,10.2,13.4,0.0,1.1,,
"Mon 20th Jul 2020",17.4,8.6,13.0,0.8,0.8,,
"Tue 21st Jul 2020",16.4,8.5,12.5,10.6,0.8,,
"Wed 22nd Jul 2020",13.7,9.4,11.6,3.8,1.6,,
"Thu 23rd Jul 2020",15.9,10.9,13.4,1.2,1.6,,
"Fri 24th Jul 2020",14.6,2.7,8.6,0.0,1.0,,
"Sat 25th Jul 2020",14.5,4.8,9.6,1.2,0.9,,
"Sun 26th Jul 2020",15.0,0.5,7.7,0.0,0.9,,
"Mon 27th Jul 2020",15.6,1.9,8.8,0.0,0.9,,
"Tue 28th Jul 2020",15.9,2.1,9.0,0.2,0.9,,
"Wed 29th Jul 2020",15.4,5.6,10.5,0.0,1.0,,
"Thu 30th Jul 2020",14.6,9.8,12.2,0.2,0.9,,
"Fri 31st Jul 2020",15.1,11.5,13.3,0.0,1.4,,
"Sat 1st Aug 2020",14.2,11.9,13.0,2.6,1.2,,
"Sun 2nd Aug 2020",14.8,9.4,12.1,0.4,1.1,,
"Mon 3rd Aug 2020",16.4,2.4,9.4,0.4,1.0,,
"Tue 4th Aug 2020",19.2,1.8,10.5,0.2,1.1,,
"Wed 5th Aug 2020",17.3,6.6,12.0,0.2,1.0,,
"Thu 6th Aug 2020",16.6,12.0,14.3,8.4,1.1,,
"Fri 7th Aug 2020",17.3,8.8,13.1,7.6,1.5,,
"Sat 8th Aug 2020",14.2,2.7,8.4,5.2,0.9,,
"Sun 9th Aug 2020",14.6,7.7,11.1,2.8,1.3,,
"Mon 10th Aug 2020",14.8,6.2,10.5,4.8,1.0,,
"Tue 11th Aug 2020",15.6,6.6,11.1,23.0,0.5,,
"Wed 12th Aug 2020",17.4,3.6,10.5,0.4,1.1,,
"Thu 13th Aug 2020",16.1,3.6,9.8,0.0,1.5,,
"Fri 14th Aug 2020",13.6,2.6,8.1,0.0,1.0,,
"Sat 15th Aug 2020",16.0,-2.0,7.0,0.0,1.2,,
"Sun 16th Aug 2020",14.5,0.4,7.4,0.0,1.4,,
"Mon 17th Aug 2020",14.6,7.8,11.2,0.2,1.4,,
"Tue 18th Aug 2020",14.7,12.4,13.5,14.8,1.4,,
"Wed 19th Aug 2020",17.9,12.1,15.0,3.8,1.0,,
"Thu 20th Aug 2020",19.2,12.3,15.7,3.0,1.7,,
"Fri 21st Aug 2020",16.8,8.8,12.8,2.2,1.4,,
"Sat 22nd Aug 2020",18.8,6.4,12.6,2.6,1.5,,
"Sun 23rd Aug 2020",18.9,10.6,14.7,11.6,1.3,,
"Mon 24th Aug 2020",16.0,9.4,12.7,21.4,1.2,,
"Tue 25th Aug 2020",14.8,9.4,12.1,7.6,1.7,,
"Wed 26th Aug 2020",13.8,8.5,11.1,1.8,1.8,,
"Thu 27th Aug 2020",14.7,4.9,9.8,8.0,1.4,,
"Fri 28th Aug 2020",15.7,2.6,9.2,0.2,1.6,,
"Sat 29th Aug 2020",18.2,3.5,10.9,0.0,1.8,,
"Sun 30th Aug 2020",17.2,8.4,12.8,0.0,1.6,,
"Mon 31st Aug 2020",15.7,11.2,13.5,0.0,1.5,,
"Tue 1st Sep 2020",12.4,7.3,9.8,1.8,1.5,,
"Wed 2nd Sep 2020",13.7,2.5,8.1,1.2,1.4,,
"Thu 3rd Sep 2020",12.9,-0.5,6.2,0.2,1.8,,
"Fri 4th Sep 2020",15.5,7.9,11.7,0.0,2.1,,
"Sat 5th Sep 2020",14.6,6.5,10.5,1.0,1.5,,
"Sun 6th Sep 2020",16.8,11.4,14.1,2.4,1.6,,
"Mon 7th Sep 2020",15.5,1.2,8.3,0.0,1.4,,
"Tue 8th Sep 2020",17.8,0.5,9.2,0.0,2.1,,
"Wed 9th Sep 2020",14.9,8.8,11.8,0.0,1.9,,
"Thu 10th Sep 2020",15.5,5.4,10.5,3.0,1.7,,
"Fri 11th Sep 2020",15.3,-0.2,7.6,0.0,2.1,,
"Sat 12th Sep 2020",15.1,3.2,9.1,0.0,2.6,,
"Sun 13th Sep 2020",15.3,12.5,13.9,0.0,2.7,,
"Mon 14th Sep 2020",15.6,12.1,13.8,0.0,2.2,,
"Tue 15th Sep 2020",24.9,10.0,17.4,1.8,4.6,,Some
"Wed 16th Sep 2020",16.6,5.5,11.0,0.0,2.3,,
"Thu 17th Sep 2020",17.2,11.8,14.5,0.2,2.2,,
"Fri 18th Sep 2020",15.8,11.0,13.4,6.4,2.3,,
"Sat 19th Sep 2020",16.1,2.9,9.5,0.2,1.9,,
"Sun 20th Sep 2020",17.4,4.6,11.0,0.0,2.3,,
"Mon 21st Sep 2020",18.6,2.4,10.5,0.0,2.7,,
"Tue 22nd Sep 2020",20.2,6.5,13.4,0.0,2.5,,
"Wed 23rd Sep 2020",19.8,15.2,17.5,0.0,2.8,,
"Thu 24th Sep 2020",20.6,13.8,17.2,0.0,2.1,,
"Fri 25th Sep 2020",20.1,7.5,13.8,0.0,2.6,,
"Sat 26th Sep 2020",23.0,16.1,19.6,13.4,3.0,,
"Sun 27th Sep 2020",19.0,10.9,14.9,8.2,2.4,,
"Mon 28th Sep 2020",16.1,11.3,13.7,2.6,3.2,,
"Tue 29th Sep 2020",15.3,8.1,11.7,0.0,2.9,,
"Wed 30th Sep 2020",15.8,3.0,9.4,0.2,2.5,,
"Thu 1st Oct 2020",17.5,1.3,9.4,0.0,1.9,,
"Fri 2nd Oct 2020",18.1,1.7,9.9,0.0,1.8,,
"Sat 3rd Oct 2020",20.2,4.0,12.1,0.0,3.0,,
"Sun 4th Oct 2020",18.8,6.3,12.5,0.0,2.8,,
"Mon 5th Oct 2020",21.3,6.3,13.8,0.0,3.1,,
"Tue 6th Oct 2020",17.5,7.2,12.3,0.0,2.4,,
"Wed 7th Oct 2020",18.5,9.7,14.1,0.0,2.6,,
"Thu 8th Oct 2020",19.3,12.5,15.9,0.4,3.1,,
"Fri 9th Oct 2020",16.7,13.2,14.9,0.0,3.5,,
"Sat 10th Oct 2020",17.5,13.5,15.5,0.0,3.3,,
"Sun 11th Oct 2020",19.0,14.6,16.8,0.0,3.1,,
"Mon 12th Oct 2020",19.0,14.9,16.9,12.8,1.7,,
"Tue 13th Oct 2020",16.6,5.0,10.8,8.0,1.0,,
"Wed 14th Oct 2020",17.9,5.1,11.5,0.4,2.8,,
"Thu 15th Oct 2020",16.9,7.9,12.4,0.6,1.9,,
"Fri 16th Oct 2020",17.9,2.1,10.0,0.2,2.8,,
"Sat 17th Oct 2020",16.7,3.7,10.2,0.0,3.1,,
"Sun 18th Oct 2020",20.8,12.0,16.4,1.2,3.2,,
"Mon 19th Oct 2020",21.4,15.3,18.3,0.0,2.8,,
"Tue 20th Oct 2020",21.3,15.0,18.2,0.0,3.0,,
"Wed 21st Oct 2020",22.1,10.4,16.3,0.0,3.2,,
"Thu 22nd Oct 2020",23.4,10.0,16.7,0.8,3.9,,
"Fri 23rd Oct 2020",21.8,11.3,16.5,0.4,2.2,,
"Sat 24th Oct 2020",23.7,10.6,17.1,0.2,3.3,,
"Sun 25th Oct 2020",23.1,9.1,16.1,0.0,2.7,,
"Mon 26th Oct 2020",23.7,8.7,16.2,0.0,3.1,,
"Tue 27th Oct 2020",23.3,11.4,17.3,0.0,3.5,,
"Wed 28th Oct 2020",21.4,15.8,18.6,0.0,2.7,,
"Thu 29th Oct 2020",21.3,14.7,18.0,0.2,2.3,,
"Fri 30th Oct 2020",23.2,12.8,18.0,0.0,2.5,,
"Sat 31st Oct 2020",24.8,14.0,19.4,5.6,2.7,,
"Sun 1st Nov 2020",21.6,8.0,14.8,0.0,3.2,,
"Mon 2nd Nov 2020",23.6,16.8,20.2,3.0,3.2,,
"Tue 3rd Nov 2020",22.3,18.1,20.2,2.0,2.5,,
"Wed 4th Nov 2020",20.7,16.5,18.6,8.0,2.1,,
"Thu 5th Nov 2020",20.1,16.1,18.1,42.2,1.2,,
"Fri 6th Nov 2020",22.4,12.6,17.5,0.0,3.0,,
"Sat 7th Nov 2020",24.6,16.7,20.7,34.4,3.2,,
"Sun 8th Nov 2020",21.7,8.1,14.9,2.6,3.5,,
"Mon 9th Nov 2020",20.6,9.9,15.2,6.8,2.7,,
"Tue 10th Nov 2020",18.1,10.9,14.5,4.0,2.6,,
"Wed 11th Nov 2020",18.5,11.3,14.9,0.0,3.3,,
"Thu 12th Nov 2020",20.2,7.3,13.7,0.0,3.5,,
"Fri 13th Nov 2020",22.5,10.5,16.5,0.0,4.1,,
"Sat 14th Nov 2020",21.8,8.2,15.0,0.0,4.5,,
"Sun 15th Nov 2020",21.7,8.6,15.1,0.0,4.4,,
"Mon 16th Nov 2020",23.2,8.5,15.8,0.0,3.8,,
"Tue 17th Nov 2020",21.1,13.5,17.3,0.0,3.8,,
"Wed 18th Nov 2020",20.2,13.4,16.8,0.6,3.4,,
"Thu 19th Nov 2020",19.7,6.8,13.2,0.0,4.1,,
"Fri 20th Nov 2020",20.9,7.3,14.1,0.0,4.2,,
"Sat 21st Nov 2020",20.4,15.1,17.7,2.2,3.5,,
"Sun 22nd Nov 2020",18.8,6.0,12.4,0.0,3.6,,
"Mon 23rd Nov 2020",20.5,9.5,15.0,0.0,3.4,,
"Tue 24th Nov 2020",22.8,12.9,17.8,12.4,2.2,,
"Wed 25th Nov 2020",26.3,13.8,20.1,3.4,4.4,,
"Thu 26th Nov 2020",23.0,15.2,19.1,2.2,3.0,,
"Fri 27th Nov 2020",20.2,13.6,16.9,0.2,4.5,,
"Sat 28th Nov 2020",19.7,8.9,14.3,2.0,4.6,,
"Sun 29th Nov 2020",20.7,13.1,16.9,1.2,2.3,,
"Mon 30th Nov 2020",22.9,15.6,19.2,6.8,2.1,,
"Tue 1st Dec 2020",20.8,8.1,14.4,0.0,3.2,,
"Wed 2nd Dec 2020",23.5,17.4,20.5,0.0,4.3,,
"Thu 3rd Dec 2020",20.0,8.8,14.4,1.4,3.3,,
"Fri 4th Dec 2020",19.7,12.1,15.9,0.0,4.0,,
"Sat 5th Dec 2020",20.5,14.2,17.3,5.6,3.2,,
"Sun 6th Dec 2020",22.0,13.6,17.8,0.0,4.4,,
"Mon 7th Dec 2020",25.8,19.5,22.6,0.2,3.9,,
"Tue 8th Dec 2020",25.9,13.3,19.6,0.0,3.8,,
"Wed 9th Dec 2020",29.2,18.9,24.1,18.4,3.7,,
"Thu 10th Dec 2020",23.8,14.4,19.1,1.4,3.0,,
"Fri 11th Dec 2020",21.7,13.3,17.5,0.0,4.1,,
"Sat 12th Dec 2020",19.9,14.0,17.0,0.2,4.6,,
"Sun 13th Dec 2020",21.4,10.1,15.8,0.0,3.7,,
"Mon 14th Dec 2020",25.6,7.9,16.8,0.0,5.1,,
"Tue 15th Dec 2020",23.4,8.4,15.9,0.0,5.0,,
"Wed 16th Dec 2020",20.6,14.9,17.8,0.0,4.8,,
"Thu 17th Dec 2020",21.6,9.0,15.3,0.0,4.5,,
"Fri 18th Dec 2020",25.2,13.0,19.1,0.0,4.5,,
"Sat 19th Dec 2020",25.8,11.2,18.5,0.0,3.9,,
"Sun 20th Dec 2020",25.3,10.5,17.9,0.0,4.1,,
"Mon 21st Dec 2020",25.6,13.5,19.6,0.0,3.5,,
"Tue 22nd Dec 2020",24.8,14.8,19.8,0.0,2.6,,
"Wed 23rd Dec 2020",25.8,17.0,21.4,3.6,2.8,,
"Thu 24th Dec 2020",22.7,15.9,19.3,0.4,3.6,,
"Fri 25th Dec 2020",20.9,10.4,15.6,1.2,3.7,,
"Sat 26th Dec 2020",20.6,9.6,15.1,0.0,4.5,,
"Sun 27th Dec 2020",19.7,6.0,12.8,0.4,4.1,,
"Mon 28th Dec 2020",19.7,6.1,12.9,0.0,4.5,,
"Tue 29th Dec 2020",21.0,12.4,16.7,0.0,4.9,,
"Wed 30th Dec 2020",21.5,11.9,16.7,0.0,4.2,,
"Thu 31st Dec 2020",24.3,8.1,16.2,0.0,3.6,,
"Fri 1st Jan 2021",25.6,15.4,20.5,0.0,5.3,,
"Sat 2nd Jan 2021",25.8,13.6,19.7,5.2,4.0,,
"Sun 3rd Jan 2021",24.1,13.4,18.7,15.6,2.6,,
"Mon 4th Jan 2021",27.2,11.7,19.4,0.0,5.1,,
"Tue 5th Jan 2021",28.5,11.0,19.7,0.0,5.1,,
"Wed 6th Jan 2021",28.6,13.4,21.0,0.0,5.5,,
"Thu 7th Jan 2021",26.5,17.3,21.9,14.6,3.4,,
"Fri 8th Jan 2021",24.9,13.6,19.3,5.6,3.5,,
"Sat 9th Jan 2021",25.9,12.2,19.1,0.2,4.3,,
"Sun 10th Jan 2021",25.0,12.9,19.0,0.0,4.6,,
"Mon 11th Jan 2021",23.7,9.3,16.5,0.0,4.3,,
"Tue 12th Jan 2021",26.3,13.9,20.1,0.0,5.1,,
"Wed 13th Jan 2021",26.6,12.5,19.6,0.0,4.6,,
"Thu 14th Jan 2021",27.4,11.7,19.6,0.0,4.7,,
"Fri 15th Jan 2021",24.3,12.6,18.4,0.0,4.9,,
"Sat 16th Jan 2021",25.1,9.8,17.5,0.0,3.9,,
"Sun 17th Jan 2021",26.9,16.8,21.9,0.8,4.0,,
"Mon 18th Jan 2021",23.2,16.1,19.6,0.4,4.9,,
"Tue 19th Jan 2021",25.4,16.3,20.8,4.8,4.4,,
"Wed 20th Jan 2021",20.5,9.6,15.0,3.2,3.5,,
"Thu 21st Jan 2021",20.6,9.7,15.1,1.2,3.9,,
"Fri 22nd Jan 2021",22.0,10.8,16.4,0.0,4.2,,
"Sat 23rd Jan 2021",23.5,16.6,20.1,0.0,4.5,,
"Sun 24th Jan 2021",22.9,17.8,20.4,0.0,2.5,,
"Mon 25th Jan 2021",24.7,17.3,21.0,0.0,5.2,,
"Tue 26th Jan 2021",24.5,12.6,18.6,0.0,2.8,,
"Wed 27th Jan 2021",27.6,15.3,21.4,0.0,4.3,,
"Thu 28th Jan 2021",25.0,14.8,19.9,0.0,4.3,,
"Fri 29th Jan 2021",21.4,9.7,15.5,0.0,4.1,,
"Sat 30th Jan 2021",24.5,7.0,15.7,0.0,4.8,,
"Sun 31st Jan 2021",26.1,8.1,17.1,0.0,4.6,,
"Mon 1st Feb 2021",25.7,10.0,17.8,0.0,3.9,,
"Tue 2nd Feb 2021",26.0,8.0,17.0,0.0,3.8,,
"Wed 3rd Feb 2021",25.6,9.4,17.5,0.0,4.7,,
"Thu 4th Feb 2021",27.7,14.1,20.9,0.0,5.0,,
"Fri 5th Feb 2021",26.2,11.1,18.6,0.0,3.7,,
"Sat 6th Feb 2021",26.1,13.8,20.0,0.0,3.4,,
"Sun 7th Feb 2021",26.3,10.5,18.4,0.0,4.5,,
"Mon 8th Feb 2021",25.6,14.5,20.1,0.8,4.3,,
"Tue 9th Feb 2021",27.0,18.4,22.7,4.2,2.6,,
"Wed 10th Feb 2021",22.7,15.8,19.3,3.8,1.4,,
"Thu 11th Feb 2021",23.7,9.0,16.3,0.0,3.3,,
"Fri 12th Feb 2021",22.7,7.5,15.1,0.0,4.3,,
"Sat 13th Feb 2021",26.4,10.7,18.6,0.0,4.7,,
"Sun 14th Feb 2021",25.3,17.6,21.4,27.2,3.8,,
"Mon 15th Feb 2021",22.4,19.1,20.8,21.2,1.3,,
"Tue 16th Feb 2021",24.1,16.7,20.4,0.4,2.4,,
"Wed 17th Feb 2021",25.8,11.8,18.8,0.0,4.6,,
"Thu 18th Feb 2021",24.3,7.7,16.0,0.0,4.0,,
"Fri 19th Feb 2021",23.6,7.9,15.7,0.0,4.0,,
"Sat 20th Feb 2021",27.1,9.5,18.3,0.0,4.3,,
"Sun 21st Feb 2021",26.9,10.6,18.7,0.0,4.1,,Some
"Mon 22nd Feb 2021",25.3,18.5,21.9,0.0,4.4,,
"Tue 23rd Feb 2021",26.3,14.9,20.6,0.0,4.3,,
"Wed 24th Feb 2021",26.2,13.3,19.7,0.0,4.1,,
"Thu 25th Feb 2021",26.9,11.0,19.0,0.0,3.6,,
"Fri 26th Feb 2021",25.4,11.4,18.4,0.0,3.4,,
"Sat 27th Feb 2021",25.5,12.3,18.9,0.0,3.5,,
"Sun 28th Feb 2021",26.3,11.3,18.8,0.0,4.1,,
"Mon 1st Mar 2021",24.9,16.2,20.6,6.8,3.0,,
"Tue 2nd Mar 2021",27.9,16.1,22.0,1.2,3.9,,
"Wed 3rd Mar 2021",25.3,16.1,20.7,17.2,2.1,,
"Thu 4th Mar 2021",24.6,10.9,17.8,7.4,2.0,,
"Fri 5th Mar 2021",24.8,10.1,17.4,0.0,3.3,,
"Sat 6th Mar 2021",25.1,15.4,20.3,0.6,2.9,,
"Sun 7th Mar 2021",22.5,15.9,19.2,4.4,4.7,,
"Mon 8th Mar 2021",21.4,15.5,18.5,0.8,3.2,,
"Tue 9th Mar 2021",22.4,12.1,17.2,0.0,2.6,,
"Wed 10th Mar 2021",24.8,17.2,21.0,3.2,2.5,,
"Thu 11th Mar 2021",23.4,8.7,16.0,0.2,2.5,,
"Fri 12th Mar 2021",26.7,10.9,18.8,0.0,3.6,,
"Sat 13th Mar 2021",25.0,7.3,16.1,0.0,3.2,,
"Sun 14th Mar 2021",25.3,10.5,17.9,0.0,3.2,,
"Mon 15th Mar 2021",25.5,11.6,18.6,0.0,3.0,,
"Tue 16th Mar 2021",23.0,7.3,15.2,0.4,1.8,,
"Wed 17th Mar 2021",24.8,14.4,19.6,5.8,2.8,,
"Thu 18th Mar 2021",21.8,13.4,17.6,0.2,2.3,,
"Fri 19th Mar 2021",22.6,9.8,16.2,0.0,2.7,,
"Sat 20th Mar 2021",23.2,8.7,16.0,0.0,2.9,,
"Sun 21st Mar 2021",23.4,9.0,16.2,0.0,3.2,,
"Mon 22nd Mar 2021",24.4,8.6,16.5,0.0,2.6,,
"Tue 23rd Mar 2021",24.8,6.6,15.7,0.0,2.5,,
"Wed 24th Mar 2021",23.2,6.5,14.8,0.0,2.4,,
"Thu 25th Mar 2021",25.1,7.7,16.4,0.0,2.9,,
"Fri 26th Mar 2021",23.5,16.4,19.9,0.0,2.9,,
"Sat 27th Mar 2021",23.6,17.0,20.3,0.2,3.1,,
"Sun 28th Mar 2021",23.4,17.5,20.5,1.8,2.3,,
"Mon 29th Mar 2021",24.9,17.6,21.3,29.6,1.9,,
"Tue 30th Mar 2021",22.5,20.8,21.6,0.0,1.5,,
"Wed 31st Mar 2021",23.9,9.9,16.9,2.8,2.2,,
"Thu 1st Apr 2021",22.6,8.9,15.7,14.8,1.4,,
"Fri 2nd Apr 2021",20.9,11.6,16.3,2.0,2.6,,
"Sat 3rd Apr 2021",24.0,8.8,16.4,0.0,2.6,,
"Sun 4th Apr 2021",22.0,10.6,16.3,0.0,2.3,,
"Mon 5th Apr 2021",23.0,18.3,20.7,0.0,2.3,,
"Tue 6th Apr 2021",23.5,12.4,17.9,0.0,2.1,,
"Wed 7th Apr 2021",22.9,10.4,16.7,0.0,2.0,,
"Thu 8th Apr 2021",24.2,11.5,17.9,0.0,2.3,,
"Fri 9th Apr 2021",21.6,17.4,19.5,3.8,1.9,,
"Sat 10th Apr 2021",20.6,17.9,19.3,23.4,0.8,,
"Sun 11th Apr 2021",24.4,11.4,17.9,0.0,2.3,,
"Mon 12th Apr 2021",21.2,14.7,18.0,0.4,1.4,,
"Tue 13th Apr 2021",22.7,11.8,17.2,10.8,2.0,,
"Wed 14th Apr 2021",20.7,8.1,14.4,8.6,1.5,,
"Thu 15th Apr 2021",20.8,15.3,18.1,1.6,1.9,,
"Fri 16th Apr 2021",21.8,13.5,17.7,11.6,2.3,,
"Sat 17th Apr 2021",19.2,6.5,12.9,0.4,2.0,,
"Sun 18th Apr 2021",19.3,10.0,14.7,0.8,1.8,,
"Mon 19th Apr 2021",20.1,8.7,14.4,4.0,1.4,,
"Tue 20th Apr 2021",18.7,13.4,16.0,8.8,0.9,,
"Wed 21st Apr 2021",21.8,11.0,16.4,4.8,1.5,,
"Thu 22nd Apr 2021",21.1,6.0,13.6,33.6,1.7,,
"Fri 23rd Apr 2021",22.1,10.7,16.4,6.6,1.5,,
"Sat 24th Apr 2021",20.2,9.4,14.8,4.8,1.8,,
"Sun 25th Apr 2021",19.2,10.0,14.6,1.8,1.9,,
"Mon 26th Apr 2021",19.2,8.5,13.9,4.8,1.7,,
"Tue 27th Apr 2021",16.5,10.8,13.6,1.2,1.4,,
"Wed 28th Apr 2021",18.4,2.7,10.6,0.0,1.2,,
"Thu 29th Apr 2021",19.4,5.2,12.3,0.0,1.3,,
"Fri 30th Apr 2021",19.8,8.3,14.0,2.0,1.3,,
"Sat 1st May 2021",11.0,1.4,6.2,0.0,1.1,,
"Sun 2nd May 2021",19.0,2.1,10.5,0.0,1.4,,
"Mon 3rd May 2021",20.2,7.6,13.9,0.0,1.3,,
"Tue 4th May 2021",19.6,8.1,13.8,0.0,1.4,,
"Wed 5th May 2021",20.3,5.1,12.7,0.0,1.2,,
"Thu 6th May 2021",21.5,6.7,14.1,0.0,1.2,,
"Fri 7th May 2021",19.9,13.4,16.7,0.0,1.5,,
"Sat 8th May 2021",18.8,15.3,17.1,1.8,0.9,,
"Sun 9th May 2021",22.3,17.1,19.7,4.6,0.9,,
"Mon 10th May 2021",-,-,-,-,-,,All
"Information from HortPlus MetWatch www.metwatch.nz"
